,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
407,mount isa,AU,2020-09-02 21:49:14,-20.73,139.5,0,19,86.26999999999995,5.7
408,gresham,US,2020-09-02 21:49:14,45.5,-122.43,1,40,88.26799999999999,4.6
409,nikolskoye,RU,2020-09-02 21:49:15,59.7,30.79,58,87,54.266000000000005,4
410,cangzhou,CN,2020-09-02 21:49:15,38.32,116.87,0,41,75.83000000000004,5.89
411,talara,PE,2020-09-02 21:49:15,-4.58,-81.27,2,82,62.690000000000026,9.33
412,amahai,ID,2020-09-02 21:49:15,-3.33,128.92,84,77,82.43599999999998,2.09
413,vao,NC,2020-09-02 21:49:15,-22.67,167.48,28,71,67.19000000000003,10.03
414,lazaro cardenas,MX,2020-09-02 21:45:12,17.96,-102.2,0,82,79.10600000000002,1.8
415,ankara,TR,2020-09-02 21:47:37,39.92,32.85,0,45,62.86999999999996,1.45
416,darlawn,IN,2020-09-02 21:49:16,24.02,92.9,75,94,75.46999999999997,1.5
417,mezhdurechensk,RU,2020-09-02 21:49:16,53.69,88.06,40,87,62.366000000000014,1.9
418,teahupoo,PF,2020-09-02 21:49:16,-17.83,-149.27,20,66,84.46999999999997,3.6
419,hambantota,LK,2020-09-02 21:49:16,6.12,81.12,40,100,73.66999999999996,0.5
420,kihei,US,2020-09-02 21:49:17,20.79,-156.47,40,55,88.06999999999996,10.8
421,kattivakkam,IN,2020-09-02 21:49:17,13.22,80.32,75,94,80.86999999999996,3.77
422,alyangula,AU,2020-09-02 21:49:17,-13.85,136.42,36,45,86.26999999999995,5.7
423,korba,IN,2020-09-02 21:49:17,22.35,82.68,55,84,77.558,1.01
424,faanui,PF,2020-09-02 21:49:17,-16.48,-151.75,48,80,78.00800000000001,8.45
425,ewa beach,US,2020-09-02 21:49:17,21.32,-158.01,75,51,88.06999999999996,3.6
426,pailon,BO,2020-09-02 21:49:18,-17.65,-62.75,0,63,64.66999999999996,2.6
427,marzuq,YE,2020-09-02 21:49:18,14.4,46.47,56,51,80.05999999999997,2.24
428,matara,LK,2020-09-02 21:49:18,5.95,80.54,81,81,80.69000000000003,4.78
429,valle hermoso,MX,2020-09-02 21:49:18,25.67,-97.83,20,70,88.06999999999996,6.2
430,kashi,CN,2020-09-02 21:49:18,39.45,75.98,40,29,75.46999999999997,3
431,cam ranh,VN,2020-09-02 21:49:19,11.92,109.16,20,66,89.86999999999996,0.49
432,bud,US,2020-09-02 21:49:19,39.45,-86.18,99,91,74.26400000000004,1.04
433,seoul,KR,2020-09-02 21:41:12,37.57,126.98,90,78,75.46999999999997,9.3
434,zaranj,AF,2020-09-02 21:49:19,30.97,61.88,0,20,74.87599999999999,10.15
435,maracaju,BR,2020-09-02 21:46:06,-21.61,-55.17,53,67,73.72400000000002,3.39
436,basoko,CD,2020-09-02 21:49:19,1.24,23.62,100,95,70.05199999999998,1.11
437,sagua la grande,CU,2020-09-02 21:46:40,22.81,-80.08,75,94,75.46999999999997,2.6
438,biak,ID,2020-09-02 21:41:23,-0.91,122.88,94,71,83.04800000000003,2.83
439,sarakhs,IR,2020-09-02 21:49:20,36.54,61.16,0,39,66.46999999999997,1
440,mareeba,AU,2020-09-02 21:49:20,-17,145.43,0,64,84.27200000000005,2.24
441,labytnangi,RU,2020-09-02 21:49:20,66.66,66.42,97,82,47.94800000000002,3.89
442,nizwa,OM,2020-09-02 21:49:20,22.93,57.53,24,42,82.27400000000002,0.51
443,imperatriz,BR,2020-09-02 21:47:53,-5.53,-47.49,22,38,77.97200000000004,1.9
444,vila,PT,2020-09-02 21:49:21,42.03,-8.16,0,82,60.27799999999996,0.45
445,egvekinot,RU,2020-09-02 21:40:49,66.32,-179.17,100,75,39.25399999999995,0.79
446,palpa,PE,2020-09-02 21:49:21,-14.53,-75.19,3,78,56.24600000000005,0.96
447,shakawe,BW,2020-09-02 21:49:21,-18.37,21.85,29,46,67.00999999999999,1.71
448,banska bystrica,SK,2020-09-02 21:49:21,48.5,19.5,20,93,51.27799999999996,1.39
449,alekseyevsk,RU,2020-09-02 21:49:21,57.84,108.35,89,80,58.31600000000001,3.98
450,benjamin aceval,PY,2020-09-02 21:49:22,-24.97,-57.57,40,67,59.26999999999996,2.6
451,ayios matthaios,,,,,,,,
452,pilao arcado,,,,,,,,
453,kyshtovka,RU,2020-09-02 21:49:22,56.55,76.63,100,92,53.906000000000034,6.75
454,viedma,AR,2020-09-02 21:49:23,-40.81,-63,50,64,46.291999999999994,6.37
455,reyes,BO,2020-09-02 21:49:23,-14.32,-67.38,1,61,74.94800000000004,1.39
456,gambela,ET,2020-09-02 21:49:23,8.25,34.58,100,88,70.66400000000004,3.14
457,rincon,US,2020-09-02 21:48:39,32.3,-81.24,90,74,84.46999999999997,2.12
458,avigliana,IT,2020-09-02 21:49:23,45.08,7.4,64,90,63.266000000000005,2.16
459,chicama,PE,2020-09-02 21:49:18,-7.84,-79.15,11,82,59.684,2.24
460,ulaanbaatar,MN,2020-09-02 21:45:09,47.91,106.88,75,81,50.26999999999996,1.27
461,yulara,AU,2020-09-02 21:49:24,-25.24,130.99,0,16,75.46999999999997,4.6
462,lawrenceburg,US,2020-09-02 21:49:24,38.04,-84.9,90,83,79.06999999999996,1.09
463,skagastrond,,,,,,,,
464,clyde river,CA,2020-09-02 21:49:24,70.47,-68.59,90,86,41.26999999999996,4.6
465,coihaique,CL,2020-09-02 21:49:24,-45.58,-72.07,40,75,41.26999999999996,2.6
466,ahipara,NZ,2020-09-02 21:49:24,-35.17,173.17,50,63,57.056000000000026,7.82
467,hinche,HT,2020-09-02 21:49:25,19.15,-72.02,0,83,80.86999999999996,2.1
468,isangel,VU,2020-09-02 21:49:25,-19.55,169.27,75,64,75.46999999999997,5.1
469,sao jose da coroa grande,BR,2020-09-02 21:41:00,-8.9,-35.15,1,83,73.23800000000006,4.35
470,tual,ID,2020-09-02 21:49:25,-5.67,132.75,96,82,80.00600000000003,7.88
471,nuevo ideal,MX,2020-09-02 21:49:25,24.89,-105.07,100,69,67.80199999999998,1.79
472,bonthe,SL,2020-09-02 21:49:25,7.53,-12.51,98,84,76.208,3.59
473,bulancak,TR,2020-09-02 21:49:26,40.94,38.23,40,100,75.46999999999997,1
474,port augusta,AU,2020-09-02 21:40:43,-32.5,137.77,0,34,68.26999999999995,5.7
475,khani,GE,2020-09-02 21:49:26,41.96,42.96,99,100,70.06999999999996,2.6
476,rocha,UY,2020-09-02 21:49:26,-34.48,-54.33,99,90,57.83000000000004,7.13
477,cairns,AU,2020-09-02 21:46:40,-16.92,145.77,40,48,84.27200000000005,7.2
478,jackson,US,2020-09-02 21:46:04,42.42,-122.83,1,18,102.46999999999996,5.1
479,el alto,PE,2020-09-02 21:49:27,-4.27,-81.21,3,84,61.03399999999999,9.46
480,lethem,GY,2020-09-02 21:49:27,3.38,-59.8,0,78,78.674,1.73
481,fort wellington,GY,2020-09-02 21:49:27,6.4,-57.6,0,86,79.88000000000005,4.6
482,qaqortoq,GL,2020-09-02 21:49:27,60.72,-46.03,0,48,44.86999999999996,2.1
483,derzhavinsk,KZ,2020-09-02 21:41:23,51.1,66.32,100,66,56.48000000000005,9.34
484,upleta,IN,2020-09-02 21:49:28,21.73,70.28,100,86,78.83599999999997,1.48
485,araouane,ML,2020-09-02 21:40:51,18.9,-3.53,79,42,91.076,7.51
486,brae,GB,2020-09-02 21:41:27,60.4,-1.35,69,93,55.66999999999996,6.7
487,korla,CN,2020-09-02 21:49:28,41.76,86.15,56,18,83.03000000000004,2.52
488,ust-omchug,RU,2020-09-02 21:41:24,61.15,149.63,100,59,49.49600000000005,1.27
489,tabou,CI,2020-09-02 21:49:28,4.42,-7.35,85,88,75.52400000000002,3.64
490,san jose,US,2020-09-02 21:48:15,37.34,-121.89,75,56,71.86999999999996,5.7
491,bandarbeyla,SO,2020-09-02 21:49:29,9.49,50.81,19,75,77.32400000000001,8.41
492,boca do acre,BR,2020-09-02 21:49:29,-8.75,-67.4,89,51,80.6,1.03
493,barentu,ER,2020-09-02 21:49:29,15.11,37.59,0,89,70.86199999999997,1.55
494,hillsborough,US,2020-09-02 21:49:29,37.57,-122.38,20,68,69.27799999999996,9.3
495,belmonte,BR,2020-09-02 21:49:30,-15.86,-38.88,20,69,73.66999999999996,3.1
496,dunedin,NZ,2020-09-02 21:49:30,-45.87,170.5,30,62,55.274000000000015,3.58
497,malibu,US,2020-09-02 21:49:30,34.01,-118.81,0,91,69.27799999999996,1.79
498,fernie,CA,2020-09-02 21:49:30,49.5,-115.07,20,26,75.46999999999997,3.6
499,sananduva,BR,2020-09-02 21:49:30,-27.95,-51.81,41,94,62.52799999999996,3.09
500,durango,MX,2020-09-02 21:44:59,24.83,-104.83,100,64,68.97200000000004,1.79
501,karaton,ID,2020-09-02 21:49:31,-6.34,106.1,20,78,87.27799999999996,2.6
502,alamosa,US,2020-09-02 21:49:31,37.47,-105.87,1,21,79.06999999999996,2.94
503,marsa matruh,EG,2020-09-02 21:45:23,31.35,27.25,0,84,77.26999999999995,3.85
504,gairo,IT,2020-09-02 21:49:31,39.85,9.5,0,64,70.06999999999996,6.2
505,volot,RU,2020-09-02 21:49:31,57.93,30.7,100,86,54.95,3.64
506,carutapera,BR,2020-09-02 21:49:32,-1.2,-46.02,64,86,77.14399999999998,2.66
507,saint-gilles,FR,2020-09-02 21:49:32,43.68,4.43,52,59,64.66999999999996,3.1
508,salto,UY,2020-09-02 21:49:32,-31.38,-57.97,73,91,51.27799999999996,1.34
509,constantine,DZ,2020-09-02 21:47:25,36.37,6.61,40,82,62.86999999999996,1.34
510,pochutla,MX,2020-09-02 21:49:32,15.74,-96.47,3,77,81.26600000000002,0.45
511,ylivieska,FI,2020-09-02 21:49:33,64.08,24.55,0,93,52.26799999999999,2.36
512,porto de moz,BR,2020-09-02 21:49:33,-1.75,-52.24,1,63,77.88200000000002,1.92
513,bat khela,PK,2020-09-02 21:49:33,34.62,71.97,80,69,75.39800000000002,0.96
514,pachino,IT,2020-09-02 21:49:33,36.72,15.09,48,81,75.27200000000005,2.43
515,nampula,MZ,2020-09-02 21:49:33,-15.12,39.27,75,88,68.26999999999995,4.1
516,adrar,MR,2020-09-02 21:49:34,20.5,-10.07,100,47,85.24399999999997,4.63
517,shache,CN,2020-09-02 21:49:34,38.42,77.24,0,19,75.86600000000001,1.3
518,bowmore,US,2020-09-02 21:49:34,34.94,-79.3,1,83,85.26199999999996,2.1
519,tungor,RU,2020-09-02 21:49:34,53.38,142.96,87,79,63.33800000000005,2.1
520,birao,CF,2020-09-02 21:49:35,10.28,22.79,100,97,68.108,3.15
521,leh,IN,2020-09-02 21:49:35,34.17,77.58,4,47,58.85600000000003,2.79
522,dorchester,US,2020-09-02 21:49:35,33.1,-80.38,1,89,84.46999999999997,2.43
523,zhangye,CN,2020-09-02 21:49:35,38.93,100.45,0,20,73.00399999999996,0.19
524,manokwari,ID,2020-09-02 21:49:35,-0.87,134.08,100,66,83.96600000000001,2.41
525,huarmey,PE,2020-09-02 21:49:35,-10.07,-78.15,0,85,60.13399999999999,3.67
526,omboue,GA,2020-09-02 21:41:13,-1.57,9.26,100,85,74.15600000000003,3.54
527,chapais,CA,2020-09-02 21:40:50,49.78,-74.85,75,100,53.86999999999996,4.1
528,yuzhno-yeniseyskiy,,,,,,,,
529,kumluca,TR,2020-09-02 21:49:36,36.37,30.29,0,29,85.15399999999995,1.71
530,porto santo,PT,2020-09-02 21:49:36,33.07,-16.34,40,73,70.06999999999996,2.6
531,cap-aux-meules,CA,2020-09-02 21:49:36,47.38,-61.86,20,77,61.069999999999965,8.7
532,pangody,RU,2020-09-02 21:40:42,65.85,74.49,100,79,45.35600000000003,6.01
533,slave lake,CA,2020-09-02 21:49:37,55.28,-114.77,90,67,57.469999999999956,4.6
534,batagay,RU,2020-09-02 21:49:37,67.63,134.63,2,37,59.32400000000001,1.8
535,maldonado,UY,2020-09-02 21:45:26,-34.67,-54.92,90,100,54.266000000000005,1
536,great yarmouth,GB,2020-09-02 21:49:37,52.61,1.73,100,99,60.27799999999996,3.58
537,juneau,US,2020-09-02 21:49:37,58.3,-134.42,90,87,54.266000000000005,5.7
538,rio gallegos,AR,2020-09-02 21:49:38,-51.62,-69.22,36,64,37.66999999999996,4.6
539,yomitan,,,,,,,,
540,lolua,,,,,,,,
541,frantiskovy lazne,CZ,2020-09-02 21:49:38,50.12,12.35,14,98,49.26199999999996,1.17
542,berdigestyakh,RU,2020-09-02 21:49:38,62.1,126.7,100,52,63.5,3.82
543,stonehouse,GB,2020-09-02 21:49:38,51.75,-2.28,100,95,62.27599999999999,2.68
544,nishihara,JP,2020-09-02 21:48:25,26.18,127.76,40,74,88.06999999999996,3.1
545,ulaangom,MN,2020-09-02 21:49:39,49.98,92.07,0,44,66.36199999999997,2.05
546,coahuayana,MX,2020-09-02 21:49:39,18.73,-103.68,75,83,77.26999999999995,5.1
547,caraquet,CA,2020-09-02 21:49:39,47.79,-64.94,1,68,66.46999999999997,6.7
548,troitskoye,RU,2020-09-02 21:49:39,52.98,84.68,46,53,71.34800000000003,4.85
549,pacific grove,US,2020-09-02 21:49:39,36.62,-121.92,1,60,70.06999999999996,4.6
550,zyryanka,RU,2020-09-02 21:49:40,65.75,150.85,0,45,52.627999999999965,0.82
551,unye,,,,,,,,
552,brewster,US,2020-09-02 21:49:40,41.4,-73.62,40,94,75.27200000000005,3.6
553,kiunga,PG,2020-09-02 21:49:40,-6.12,141.29,54,83,83.44399999999997,1.27
554,waynesville,US,2020-09-02 21:46:40,35.49,-82.99,10,80,71.27599999999998,1.34
555,neftegorsk,RU,2020-09-02 21:49:40,52.8,51.17,0,77,47.11999999999996,4.67
556,saint anthony,US,2020-09-02 21:49:41,45.02,-93.22,1,40,74.26400000000004,3.6
557,namatanai,PG,2020-09-02 21:49:41,-3.67,152.43,7,64,86.558,0.95
558,dubai,AE,2020-09-02 21:37:06,25.26,55.3,0,59,89.86999999999996,1.5
559,galt,US,2020-09-02 21:49:11,38.25,-121.3,0,46,83.26400000000004,1.34
560,scarborough,GB,2020-09-02 21:45:03,54.28,-0.4,89,93,60.27799999999996,1.34
561,bharatpur,IN,2020-09-02 21:49:41,27.22,77.48,40,100,80.86999999999996,1.5
562,semirom,IR,2020-09-02 21:49:42,31.42,51.57,0,52,45.57200000000004,1.16
563,tezu,IN,2020-09-02 21:49:42,27.92,96.17,73,70,82.56199999999995,0.58
564,solnechnyy,RU,2020-09-02 21:49:42,50.72,136.63,80,65,72.66199999999995,2.19
565,jurado,CO,2020-09-02 21:47:15,7.11,-77.76,98,85,76.67599999999999,1.1
566,saint-augustin,CA,2020-09-02 21:49:42,51.23,-58.65,19,90,54.5,6.82
567,tessalit,ML,2020-09-02 21:49:42,20.2,1.01,0,41,90.48200000000003,5.96
568,flin flon,CA,2020-09-02 21:49:43,54.77,-101.86,10,64,47.372000000000035,3.98
569,mumford,GH,2020-09-02 21:49:43,5.26,-0.76,100,93,74.65999999999998,4.53
570,puerto escondido,MX,2020-09-02 21:49:43,15.85,-97.07,40,61,82.66999999999996,3.1
571,merauke,ID,2020-09-02 21:49:43,-8.47,140.33,24,72,83.31799999999998,7.51
572,tokur,RU,2020-09-02 21:49:44,53.13,132.9,100,84,61.592,0.97
573,sinnamary,GF,2020-09-02 21:49:44,5.38,-52.95,1,84,79.30399999999995,5.14
574,karymskoye,RU,2020-09-02 21:49:44,51.62,114.35,28,56,65.13800000000005,2.42
575,sisimiut,GL,2020-09-02 21:49:44,66.94,-53.67,57,74,41.917999999999985,1.99
576,galle,LK,2020-09-02 21:49:44,6.04,80.22,73,82,80.97799999999997,5.45
577,chalons-en-champagne,FR,2020-09-02 21:49:45,48.95,4.37,98,71,52.069999999999965,2.1
578,francistown,BW,2020-09-02 21:49:45,-21.17,27.51,7,88,54.877999999999965,5.36
579,richards bay,ZA,2020-09-02 21:40:55,-28.78,32.04,0,72,63.608000000000004,7.97
580,campbell river,CA,2020-09-02 21:49:45,50.02,-125.24,20,53,73.66999999999996,2.92
581,thai binh,VN,2020-09-02 21:49:45,20.45,106.33,20,79,88.06999999999996,1.3
582,trofaiach,AT,2020-09-02 21:49:46,47.42,15,53,41,57.272000000000034,0.45
583,stokmarknes,NO,2020-09-02 21:49:46,68.56,14.91,89,75,51.27799999999996,8.49
584,halalo,,,,,,,,
585,garissa,KE,2020-09-02 21:49:46,-0.45,39.64,30,82,71.13200000000002,4.46
586,japura,ID,2020-09-02 21:49:46,-0.32,102.35,89,81,81.03200000000001,1.45
587,bani,DO,2020-09-02 21:46:47,18.28,-70.33,2,81,79.26799999999999,1.34
588,sistranda,NO,2020-09-02 21:49:46,63.73,8.83,0,62,59.26999999999996,5.7
589,katra,IN,2020-09-02 21:49:47,32.98,74.95,75,89,84.46999999999997,0.5
590,bathsheba,BB,2020-09-02 21:40:21,13.22,-59.52,75,83,79.06999999999996,13.4
591,kavieng,PG,2020-09-02 21:49:47,-2.57,150.8,100,64,85.04600000000005,1.73
592,bongandanga,CD,2020-09-02 21:49:47,1.5,21.05,92,99,67.208,0.31
593,erenhot,CN,2020-09-02 21:40:47,43.65,111.98,0,35,64.38200000000002,3.96
594,panjab,AF,2020-09-02 21:49:48,34.39,67.02,0,58,45.03200000000002,2.28
595,flinders,AU,2020-09-02 21:49:48,-34.58,150.86,22,47,80.27599999999998,4.47
596,codajas,BR,2020-09-02 21:49:12,-3.84,-62.06,66,58,81.69800000000004,0.79
597,goedereede,NL,2020-09-02 21:49:48,51.82,3.98,100,87,60.27799999999996,8.06
598,luorong,CN,2020-09-02 21:49:48,24.41,109.61,95,58,86.19800000000004,3.13
599,palana,RU,2020-09-02 21:49:48,59.12,159.97,5,69,50.73800000000004,4.83
600,kaduy,RU,2020-09-02 21:49:49,59.2,37.15,0,95,48.95600000000003,2.57
601,senanga,ZM,2020-09-02 21:49:49,-16.12,23.27,47,43,67.71199999999996,3.41
602,cloquet,US,2020-09-02 21:49:49,46.72,-92.46,40,63,64.66999999999996,1.5
603,talnakh,RU,2020-09-02 21:48:18,69.49,88.4,95,100,37.66999999999996,4
604,terney,RU,2020-09-02 21:49:49,45.05,136.61,100,92,66.66799999999998,4.43
605,talaya,RU,2020-09-02 21:49:49,61.38,152.75,100,51,48.650000000000006,3.18
